code,current,name,name_short,gender,function,country,nationality,nationality_code,height,weight,disciplines,events,birth_date
1903230,True,PICARD Elodie,PICARD E,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1997-09-08
1903232,True,PUVREZ Emma,PUVREZ E,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1997-07-25
1903233,True,RASIR Justine,RASIR J,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],2001-12-04
1903234,True,RAYE Abigail,RAYE A,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1991-05-17
1903237,True,STOCKBROEKX Thibeau,STOCKBROEKX T,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],2000-07-20
1903238,True,STRUIJK Michelle,STRUIJK M,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],1998-06-24
1903240,True,van AUBEL Florent,van AUBEL F,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1991-10-25
1903242,True,WEGNEZ Victor,WEGNEZ V,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Men'],1995-12-25
1903243,True,WHITE Emily,WHITE E,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Hockey'],['Women'],2004-09-20
1903244,True,CASSE Matthias,CASSE M,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Judo'],['Men -81 kg'],1997-02-19
1903247,True,VERSTRAETEN Jorre,VERSTRAETEN J,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Judo'],['Men -60 kg'],1997-12-04
1903248,True,WILLEMS Gabriella,WILLEMS G,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Judo'],['Women -70 kg'],1997-07-01
1903256,True,BRYS Tim,BRYS T,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Rowing'],[Men's Single Sculls],1992-07-30
1903260,True,VYVEY Tibo,VYVEY T,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Rowing'],[Lightweight Men's Double Sculls],2000-12-16
1903264,True,CLAEYSSENS Lucas,CLAEYSSENS L,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],['Mixed Multihull'],2003-08-19
1903265,True,de SMET William,de SMET W,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Men's Dinghy],1995-05-17
1903266,True,GEURTS Anouk,GEURTS A,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Women's Skiff],2000-04-03
1903267,True,HEUNINCK Jan,HEUNINCK J,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Men's Skiff],2000-07-18
1903268,True,LEFEBVRE Yannick,LEFEBVRE Y,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Men's Skiff],1988-11-19
1903269,True,MAENHAUT Isaura,MAENHAUT I,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Women's Skiff],1998-12-24
1903270,True,PLASSCHAERT Emma,PLASSCHAERT E,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],[Women's Dinghy],1993-11-01
1903272,True,VERSTRAELEN Eline,VERSTRAELEN E,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Sailing'],['Mixed Multihull'],2002-06-05
1903278,True,GILLE Sander,GILLE S,Male,Athlete,Belgium,Belgium,BEL,185.0,0.0,['Tennis'],[Men's Doubles],1991-01-15
1903281,True,VLIEGEN Joran,VLIEGEN J,Male,Athlete,Belgium,Belgium,BEL,192.0,0.0,['Tennis'],[Men's Doubles],1993-07-07
1903284,True,CHAARI Sarah,CHAARI S,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Taekwondo'],['Women -67kg'],2005-05-02
1903287,True,GEENS Jelle,GEENS J,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Triathlon'],[Men's Individual],1993-03-26
1903291,True,MICHEL Claire,MICHEL C,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Triathlon'],[Women's Individual],1988-10-13
1903292,True,VERMEYLEN Jolien,VERMEYLEN J,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Triathlon'],[Women's Individual],1994-05-02
1903297,True,NUYTINCK Cedric,NUYTINCK C,Male,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Table Tennis'],[Men's Singles],1993-01-06
1903299,True,STERCKX Nina,STERCKX N,Female,Athlete,Belgium,Belgium,BEL,0.0,0.0,['Weightlifting'],[Women's 49kg],2002-07-26
1903322,True,KLARICA Luka Lovre,KLARICA LL,Male,Athlete,Croatia,Croatia,CRO,197.0,0.0,['Handball'],['Men'],2001-09-25
1903327,True,KUZMANOVIC Dominik,KUZMANOVIC D,Male,Athlete,Croatia,Croatia,CRO,193.0,0.0,['Handball'],['Men'],2002-08-15
1903328,True,LUCIN Tin,LUCIN T,Male,Athlete,Croatia,Croatia,CRO,197.0,0.0,['Handball'],['Men'],1999-08-16
1903333,True,MANDIC Matej,MANDIC M,Male,Athlete,Croatia,Croatia,CRO,206.0,0.0,['Handball'],['Men'],2002-05-02
1903337,True,MARTINOVIC Ivan,MARTINOVIC I,Male,Athlete,Croatia,Croatia,CRO,194.0,0.0,['Handball'],['Men'],1998-01-06
1903339,True,MIHIC Lovro,MIHIC L,Male,Athlete,Croatia,Croatia,CRO,181.0,0.0,['Handball'],['Men'],1994-08-25
1903343,True,NACINOVIC Veron,NACINOVIC V,Male,Athlete,Croatia,Croatia,CRO,204.0,0.0,['Handball'],['Men'],2000-03-07
1903352,True,SARAC Josi,SARAC J,Male,Athlete,Croatia,Croatia,CRO,200.0,0.0,['Handball'],['Men'],1998-02-24
1903354,True,SIPIC Marin,SIPIC M,Male,Athlete,Croatia,Croatia,CRO,190.0,0.0,['Handball'],['Men'],1996-04-29
1903358,True,SOSTARIC Mario,SOSTARIC M,Male,Athlete,Croatia,Croatia,CRO,193.0,0.0,['Handball'],['Men'],1992-11-25
1903359,True,SRNA Zvonimir,SRNA Z,Male,Athlete,Croatia,Croatia,CRO,202.0,0.0,['Handball'],['Men'],1998-01-18
1903476,True,DOT Ainhoa,DOT A,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2005-05-15
1903477,True,AIT SAID Samir,AIT SAID S,Male,Athlete,France,France,FRA,0.0,0.0,['Artistic Gymnastics'],"['Men', Men's Rings]",1989-11-01
1903489,True,BOYER Marine,BOYER M,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2000-05-22
1903490,True,de JESUS dos SANTOS Melanie,de JESUS dos SANT,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2000-03-05
1903491,True,DEVILLARD Coline,DEVILLARD C,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2000-10-09
1903501,True,OSYSSEK-REIMER Morgane,OSYSSEK-REIMER M,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Gymnastics'],"['Women', Women's All-Around, Women's Balance Beam, Women's Floor Exercise, Women's Uneven Bars, Women's Vault, Women's Team]",2002-12-15
1903507,True,INAHO Manelle,INAHO M,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2003-09-26
1903508,True,JOSEPH-NOEL Celia,JOSEPH-NOEL C,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2003-11-05
1903509,True,KARBANOV Helene,KARBANOV H,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Individual All-Around'],2004-12-29
1903511,True,LAVIT Justine,LAVIT J,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2006-07-19
1903517,True,VILARINO Lozea,VILARINO L,Female,Athlete,France,France,FRA,0.0,0.0,['Rhythmic Gymnastics'],['Group All-Around'],2003-02-03
1903521,True,GOUZOU Pierre,GOUZOU P,Male,Athlete,France,France,FRA,0.0,0.0,['Trampoline Gymnastics'],['Men'],1998-12-17
1903523,True,LABROUSSE Lea,LABROUSSE L,Female,Athlete,France,France,FRA,0.0,0.0,['Trampoline Gymnastics'],['Women'],1997-04-06
1903530,True,ANDERSON Freya,ANDERSON F,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 4 x 100m Freestyle Relay, Women's 4 x 100m Medley Relay, Women's 4 x 200m Freestyle Relay, 'Relay Only Athlete']",2001-03-04
1903531,True,BIRD Kieran,BIRD K,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 400m Freestyle, Men's 4 x 200m Freestyle Relay]",1999-09-02
1903540,True,COHOON Alexander,COHOON A,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 4 x 100m Freestyle Relay, Men's 50m Freestyle]",2002-09-17
1903541,True,COLBERT Freya Constance,COLBERT FC,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 200m Individual Medley, Women's 400m Individual Medley, Women's 4 x 200m Freestyle Relay]",2004-03-08
1903545,True,DAWSON Kathleen,DAWSON K,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 100m Backstroke, Women's 4 x 100m Medley Relay, 'Mixed 4 x 100m Medley Relay']",1997-10-03
1903546,True,DEAN Tom,DEAN T,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 200m Individual Medley, Men's 4 x 100m Freestyle Relay, Men's 4 x 200m Freestyle Relay]",2000-05-02
1903550,True,GREENBANK Luke,GREENBANK L,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],[Men's 200m Backstroke],1997-09-17
1903552,True,GUY James,GUY J,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 100m Butterfly, Men's 4 x 200m Freestyle Relay]",1995-11-26
1903554,True,HARRIS Medi Eira,HARRIS ME,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 100m Backstroke, Women's 4 x 200m Freestyle Relay]",2002-09-15
1903556,True,HOPE Lucy,HOPE L,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 4 x 100m Freestyle Relay, Women's 4 x 200m Freestyle Relay, 'Relay Only Athlete']",1997-01-30
1903557,True,HOPKIN Anna,HOPKIN A,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 100m Freestyle, Women's 4 x 100m Freestyle Relay, Women's 50m Freestyle, 'Mixed 4 x 100m Medley Relay']",1996-04-24
1903591,True,JERVIS Daniel,JERVIS D,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],[Men's 1500m Freestyle],1996-06-09
1903598,True,LITCHFIELD Joe Richard,LITCHFIELD JR,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 4 x 100m Medley Relay, 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",1998-07-08
1903600,True,MACINNES Keanna Louise,MACINNES KL,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 100m Butterfly, Women's 200m Butterfly, Women's 4 x 100m Medley Relay]",2001-08-19
1903602,True,McMILLAN Jack,McMILLAN J,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 4 x 200m Freestyle Relay, 'Relay Only Athlete']",2000-01-14
1903608,True,MORGAN Oliver,MORGAN O,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 100m Backstroke, Men's 200m Backstroke, Men's 4 x 100m Medley Relay]",2003-06-11
1903610,True,OKARO Eva,OKARO E,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 4 x 100m Freestyle Relay, 'Relay Only Athlete']",2006-11-10
1903616,True,PROUD Benjamin,PROUD B,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],[Men's 50m Freestyle],1994-09-21
1903617,True,RICHARDS Matthew,RICHARDS M,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 100m Freestyle, Men's 200m Freestyle, Men's 4 x 100m Freestyle Relay, Men's 4 x 100m Medley Relay, Men's 4 x 200m Freestyle Relay]",2002-12-17
1903621,True,SCOTT Duncan,SCOTT D,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 200m Freestyle, Men's 200m Individual Medley, Men's 4 x 100m Freestyle Relay, Men's 4 x 100m Medley Relay, Men's 4 x 200m Freestyle Relay, 'Mixed 4 x 100m Medley Relay']",1997-05-06
1903622,True,SHANAHAN Katie,SHANAHAN K,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 200m Backstroke, Women's 400m Individual Medley]",2004-06-25
1903624,True,STEPHENS Laura,STEPHENS L,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],[Women's 200m Butterfly],1999-06-02
1903627,True,WHITTLE Jacob Henry,WHITTLE JH,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 100m Freestyle, Men's 4 x 100m Freestyle Relay]",2004-09-25
1903628,True,WILBY James,WILBY J,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Men's 100m Breaststroke, 'Mixed 4 x 100m Medley Relay']",1993-11-12
1903630,True,WOOD Abbie,WOOD A,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Swimming'],"[Women's 200m Individual Medley, Women's 4 x 200m Freestyle Relay]",1999-03-02
1903711,True,ESPOSITO Katryna,ESPOSITO K,Female,Athlete,Malta,Malta,MLT,0.0,0.0,['Judo'],['Women -48 kg'],2000-08-11
1903712,True,KURIKOVA Petra,KURIKOVA P,Female,Athlete,Czechia,Czechia,CZE,0.0,0.0,['Triathlon'],[Women's Individual],1991-11-25
1903730,True,FANALI Alessandra,FANALI A,Female,Athlete,Italy,Italy,ITA,168.0,0.0,['Golf'],[Women's Individual Stroke Play],1999-07-30
1903732,True,MANASSERO Matteo,MANASSERO M,Male,Athlete,Italy,Italy,ITA,170.0,0.0,['Golf'],[Men's Individual Stroke Play],1993-04-19
1903740,True,MIGLIOZZI Guido,MIGLIOZZI G,Male,Athlete,Italy,Italy,ITA,175.0,0.0,['Golf'],[Men's Individual Stroke Play],1997-01-25
1903758,True,ALAVEZ Laelys,ALAVEZ L,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],2007-02-01
1903759,True,BAYANDINA Anastasia,BAYANDINA A,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],"['Team', 'Duet']",1996-11-01
1903761,True,DISBEAUX Manon,DISBEAUX M,Female,Alternate Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],2000-09-15
1903762,True,ESNAULT Ambre,ESNAULT A,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],2002-02-21
1903763,True,GONZALEZ Laura,GONZALEZ L,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],2000-09-02
1903767,True,LUNEL Romane,LUNEL R,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],"['Team', 'Duet']",2004-11-11
1903768,True,PLANEIX Eve,PLANEIX E,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],2000-12-20
1903769,True,TREMBLE Charlotte,TREMBLE C,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],1999-06-04
1903770,True,TREMBLE Laura,TREMBLE L,Female,Athlete,France,France,FRA,0.0,0.0,['Artistic Swimming'],['Team'],1999-06-04
1904038,True,KIM Yujin,KIM Y,Female,Athlete,Korea,Korea,KOR,0.0,0.0,['Taekwondo'],['Women -57kg'],2000-10-17
1904039,True,LEE Dabin,LEE D,Female,Athlete,Korea,Korea,KOR,0.0,0.0,['Taekwondo'],['Women +67kg'],1996-12-07
1904040,True,PARK Taejoon,PARK T,Male,Athlete,Korea,Korea,KOR,0.0,0.0,['Taekwondo'],['Men -58kg'],2004-06-06
1904041,True,SEO Geonwoo,SEO G,Male,Athlete,Korea,Korea,KOR,0.0,0.0,['Taekwondo'],['Men -80kg'],2003-12-20
1904050,True,AMEZCUA Alberto,AMEZCUA A,Male,Athlete,Spain,Spain,ESP,181.0,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],1992-05-10
1904051,True,ARCE Daniel,ARCE D,Male,Athlete,Spain,Spain,ESP,182.0,0.0,['Athletics'],[Men's 3000m Steeplechase],1992-04-22
1904052,True,ARENAS Julio,ARENAS J,Male,Athlete,Spain,Spain,ESP,181.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1993-04-24
1904054,True,ATTAOUI Mohamed,ATTAOUI M,Male,Athlete,Spain,Spain,ESP,175.0,0.0,['Athletics'],[Men's 800m],2001-09-26
1904055,True,AVILES Carmen,AVILES C,Female,Athlete,Spain,Spain,ESP,165.0,0.0,['Athletics'],[Women's 4 x 400m Relay],2002-04-05
1904061,True,BEN Adrian,BEN A,Male,Athlete,Spain,Spain,ESP,182.0,0.0,['Athletics'],[Men's 800m],1998-08-04
1904064,True,BESTUE Jael,BESTUE J,Female,Athlete,Spain,Spain,ESP,160.0,0.0,['Athletics'],"[Women's 200m, Women's 4 x 100m Relay]",2000-09-24
1904077,True,CAMBLOR Barbara,CAMBLOR B,Female,Athlete,Spain,Spain,ESP,164.0,0.0,['Athletics'],[Women's 4 x 400m Relay],1994-04-24
1904078,True,CANAL Inaki,CANAL I,Male,Athlete,Spain,Spain,ESP,181.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1997-09-30
1904085,True,CHAKIR Ibrahim,CHAKIR I,Male,Athlete,Spain,Spain,ESP,171.0,0.0,['Athletics'],[Men's Marathon],1994-09-04
1904086,True,CHAMOSA Antia,CHAMOSA A,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],1999-10-07
1904098,True,DIAME Fatima,DIAME F,Female,Athlete,Spain,Spain,ESP,160.0,0.0,['Athletics'],[Women's Long Jump],1996-09-22
1904099,True,DIAZ FORTUN Jordan Alejandro,DIAZ FORTUN JA,Male,Athlete,Spain,Spain,ESP,190.0,0.0,['Athletics'],[Men's Triple Jump],2001-02-23
1904100,True,EBOSELE Tessy,EBOSELE T,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],[Women's Long Jump],2002-07-28
1904112,True,FONTES Ignacio,FONTES I,Male,Athlete,Spain,Spain,ESP,170.0,0.0,['Athletics'],[Men's 1500m],1998-06-22
1904119,True,GARCIA Marta,GARCIA M,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],[Women's 5000m],1998-01-01
1904120,True,GARCIA Samuel,GARCIA S,Male,Alternate Athlete,Spain,Spain,ESP,184.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1991-12-04
1904121,True,GARCIA-CARO Laura,GARCIA-CARO L,Female,Athlete,Spain,Spain,ESP,164.0,0.0,['Athletics'],[Women's 20km Race Walk],1995-04-16
1904122,True,GARCIA CARRERA Diego,GARCIA CARRERA D,Male,Athlete,Spain,Spain,ESP,170.0,0.0,['Athletics'],[Men's 20km Race Walk],1996-01-19
1904124,True,GARCIA Paula,GARCIA P,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],[Women's 4 x 100m Relay],1998-11-10
1904126,True,GARCIA Mario,GARCIA M,Male,Athlete,Spain,Spain,ESP,182.0,0.0,['Athletics'],[Men's 1500m],1999-06-29
1904129,True,GARCIA David,GARCIA D,Male,Athlete,Spain,Spain,ESP,180.0,0.0,['Athletics'],[Men's 4 x 400m Relay],2005-06-06
1904134,True,GONZALEZ Raquel,GONZALEZ R,Female,Athlete,Spain,Spain,ESP,166.0,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],1989-11-16
1904138,True,GUERRERO Esther,GUERRERO E,Female,Athlete,Spain,Spain,ESP,160.0,0.0,['Athletics'],[Women's 1500m],1990-02-07
1904139,True,GUIJARRO Manuel,GUIJARRO M,Male,Athlete,Spain,Spain,ESP,178.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1998-07-07
1904144,True,HERVAS Blanca,HERVAS B,Female,Athlete,Spain,Spain,ESP,167.0,0.0,['Athletics'],[Women's 4 x 400m Relay],2002-09-30
1904146,True,HUSILLOS Oscar,HUSILLOS O,Male,Athlete,Spain,Spain,ESP,176.0,0.0,['Athletics'],[Men's 4 x 400m Relay],1993-07-18
1904147,True,IBARZABAL Lorea,IBARZABAL L,Female,Athlete,Spain,Spain,ESP,163.0,0.0,['Athletics'],[Women's 800m],1994-11-07
1904157,True,LLOPIS Enrique,LLOPIS E,Male,Athlete,Spain,Spain,ESP,185.0,0.0,['Athletics'],[Men's 110m Hurdles],2000-10-15
1904159,True,LOPEZ Miguel Angel,LOPEZ MA,Male,Athlete,Spain,Spain,ESP,180.0,0.0,['Athletics'],['Marathon Race Walk Relay Mixed'],1988-07-03
1904162,True,MAAYOUF Majida,MAAYOUF M,Female,Athlete,Spain,Spain,ESP,165.0,0.0,['Athletics'],[Women's Marathon],1989-04-27
1904164,True,MARTIN Lorena,MARTIN L,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],[Women's 800m],1996-10-22
1904165,True,MARTIN Alvaro,MARTIN A,Male,Athlete,Spain,Spain,ESP,182.0,0.0,['Athletics'],"[Men's 20km Race Walk, 'Marathon Race Walk Relay Mixed']",1994-06-18
1904166,True,MARTINEZ Asier,MARTINEZ A,Male,Athlete,Spain,Spain,ESP,186.0,0.0,['Athletics'],[Men's 110m Hurdles],2000-04-22
1904171,True,McGRATH Paul,McGRATH P,Male,Athlete,Spain,Spain,ESP,180.0,0.0,['Athletics'],[Men's 20km Race Walk],2002-03-07
1904172,True,MECHAAL Adel,MECHAAL A,Male,Athlete,Spain,Spain,ESP,182.0,0.0,['Athletics'],"[Men's 1500m, Men's 5000m]",1990-12-05
1904179,True,MOLINA-PRADOS Sonia,MOLINA-PRADOS S,Female,Athlete,Spain,Spain,ESP,168.0,0.0,['Athletics'],[Women's 4 x 100m Relay],1993-07-14
1904182,True,MONTESINOS Cristina,MONTESINOS C,Female,Athlete,Spain,Spain,ESP,161.0,0.0,['Athletics'],"[Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed']",1994-07-12
1904184,True,MARQUES Agueda,MARQUES A,Female,Athlete,Spain,Spain,ESP,160.0,0.0,['Athletics'],[Women's 1500m],1999-03-19
1904186,True,NAVARRETE Esther,NAVARRETE E,Female,Athlete,Spain,Spain,ESP,162.0,0.0,['Athletics'],[Women's Marathon],1990-03-16
1904187,True,NAVERO Esther,NAVERO E,Female,Athlete,Spain,Spain,ESP,161.0,0.0,['Athletics'],[Women's 4 x 100m Relay],2000-07-30
1904188,True,NDIKUMWENAYO Thierry,NDIKUMWENAYO T,Male,Athlete,Spain,Spain,ESP,171.0,0.0,['Athletics'],"[Men's 10,000m, Men's 5000m]",1997-03-26
1904189,True,NOVALES Tariku,NOVALES T,Male,Athlete,Spain,Spain,ESP,173.0,0.0,['Athletics'],[Men's Marathon],1998-03-08
1904195,True,OUKHELFEN Abdessamad,OUKHELFEN A,Male,Athlete,Spain,Spain,ESP,170.0,0.0,['Athletics'],"[Men's 10,000m]",1998-12-18
1904200,True,PARRA Herminia,PARRA H,Female,Alternate Athlete,Spain,Spain,ESP,164.0,0.0,['Athletics'],[Women's 4 x 400m Relay],1997-07-10
1904227,True,GEORGIEVA Yoana,GEORGIEVA Y,Female,Athlete,Bulgaria,Bulgaria,BUL,0.0,0.0,['Canoe Sprint'],[Women's Kayak Single 500m],2002-07-31
1904232,True,DICKINSON Samuel,DICKINSON S,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Triathlon'],[Men's Individual],1997-07-11
1904244,True,POTTER Beth,POTTER B,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Triathlon'],[Women's Individual],1991-12-27
1904248,True,TAYLOR-BROWN Georgia,TAYLOR-BROWN G,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Triathlon'],[Women's Individual],1994-03-15
1904249,True,WAUGH Kate,WAUGH K,Female,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Triathlon'],[Women's Individual],1999-02-13
1904251,True,YEE Alex,YEE A,Male,Athlete,Great Britain,Great Britain,GBR,0.0,0.0,['Triathlon'],[Men's Individual],1998-02-18
1904286,True,ALANEN Anni-Linnea,ALANEN AL,Female,Athlete,Finland,Finland,FIN,172.0,0.0,['Athletics'],[Women's Javelin Throw],2002-11-11
1904291,True,BLOMQVIST Nathalie,BLOMQVIST N,Female,Athlete,Finland,Finland,FIN,171.0,0.0,['Athletics'],[Women's 5000m],2001-04-20
1904295,True,ETELATALO Lassi,ETELATALO L,Male,Athlete,Finland,Finland,FIN,193.0,0.0,['Athletics'],[Men's Javelin Throw],1988-04-30
1904298,True,HARALA Lotta,HARALA L,Female,Athlete,Finland,Finland,FIN,170.0,0.0,['Athletics'],[Women's 100m Hurdles],1992-03-26
1904302,True,HELANDER Oliver,HELANDER O,Male,Athlete,Finland,Finland,FIN,195.0,0.0,['Athletics'],[Men's Javelin Throw],1997-01-01
1904304,True,HURSKE Reetta,HURSKE R,Female,Athlete,Finland,Finland,FIN,168.0,0.0,['Athletics'],[Women's 100m Hurdles],1995-05-15
1904307,True,JUNNILA Ella,JUNNILA E,Female,Athlete,Finland,Finland,FIN,183.0,0.0,['Athletics'],[Women's High Jump],1998-12-06
1904313,True,KEMPPINEN Lotta,KEMPPINEN L,Female,Athlete,Finland,Finland,FIN,170.0,0.0,['Athletics'],[Women's 100m],1998-04-01
1904314,True,KERANEN Toni,KERANEN T,Male,Athlete,Finland,Finland,FIN,185.0,0.0,['Athletics'],[Men's Javelin Throw],1998-06-16
1904320,True,KOSKINEN Suvi,KOSKINEN S,Female,Athlete,Finland,Finland,FIN,177.0,0.0,['Athletics'],[Women's Hammer Throw],1997-04-24
1904323,True,KOSONEN Silja,KOSONEN S,Female,Athlete,Finland,Finland,FIN,170.0,0.0,['Athletics'],[Women's Hammer Throw],2002-12-16
1904325,True,KUJANPAA Urho,KUJANPAA U,Male,Athlete,Finland,Finland,FIN,180.0,0.0,['Athletics'],[Men's Pole Vault],1997-05-18
1904332,True,LAKKA Elmo,LAKKA E,Male,Athlete,Finland,Finland,FIN,183.0,0.0,['Athletics'],[Men's 110m Hurdles],1993-04-10
1904333,True,LAMPELA Elina,LAMPELA E,Female,Athlete,Finland,Finland,FIN,172.0,0.0,['Athletics'],[Women's Pole Vault],1998-02-18
1904335,True,LAPPALAINEN Sara,LAPPALAINEN S,Female,Athlete,Finland,Finland,FIN,175.0,0.0,['Athletics'],[Women's 1500m],1991-08-17
1904337,True,LEHIKOINEN Viivi,LEHIKOINEN V,Female,Athlete,Finland,Finland,FIN,171.0,0.0,['Athletics'],[Women's 400m Hurdles],1999-08-27
